lga_code,new_sub,property_pfi,parcel_pfi,address_pfi,spi,plan_number,lot_number,base_propnum,propnum,crefno,hsa_flag,hsa_unit_id,blg_unit_type,blg_unit_prefix_1,blg_unit_id_1,blg_unit_suffix_1,blg_unit_prefix_2,blg_unit_id_2,blg_unit_suffix_2,floor_type,floor_prefix_1,floor_no_1,floor_suffix_1,floor_prefix_2,floor_no_2,floor_suffix_2,building_name,complex_name,location_descriptor,house_prefix_1,house_number_1,house_suffix_1,house_prefix_2,house_number_2,house_suffix_2,access_type,new_road,road_name,road_type,road_suffix,locality_name,distance_related_flag,is_primary,easting,northing,datum_proj,outside_property,edit_code,comments,date,pozi_map
"328",,"430961935",,,,,,,"171763",,,,,,,,,,,,,,,,,,,,,,"71",,,,,,,GOWRIE,STREET,,TATURA,,Y,,,,,A,parcel 2\PS828727: adding propnum 171763 (new) (71 GOWRIE STREET TATURA) as new multi-assessment to property 225497 (36 BROOKWATER CRESCENT TATURA) (**WARNING**: properties have different road names),2025-04-29,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=430961935"",""https://vicmap.pozi.com/?propertypfi=430961935"")"
"328",,"430961935",,,,,,,"171764",,,,,,,,,,,,,,,,,,,,,,"71",A,,,,,,GOWRIE,STREET,,TATURA,,Y,,,,,A,parcel 2\PS828727: adding propnum 171764 (new) (71A GOWRIE STREET TATURA) as new multi-assessment to property 225497 (36 BROOKWATER CRESCENT TATURA) (**WARNING**: properties have different road names),2025-04-29,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=430961935"",""https://vicmap.pozi.com/?propertypfi=430961935"")"
"328",,"453933871",,,,,,,"172249",,,,,,,,,,,,,,,,,,,,,,"39",,,,,,,MAHER,STREET,,TATURA,,Y,,,,,A,parcel 3\PS909018: adding propnum 172249 (new) (39 MAHER STREET TATURA) as new multi-assessment to property 224161 (3/39 MAHER STREET TATURA),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453933871"",""https://vicmap.pozi.com/?propertypfi=453933871"")"
"328",,"453933870",,,,,,,"172249",,,,,,,,,,,,,,,,,,,,,,"39",,,,,,,MAHER,STREET,,TATURA,,Y,,,,,A,parcel 2\PS909018: adding propnum 172249 (new) (39 MAHER STREET TATURA) as new multi-assessment to property 224160 (2/39 MAHER STREET TATURA),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453933870"",""https://vicmap.pozi.com/?propertypfi=453933870"")"
"328",,"453933869",,,,,,,"172249",,,,,,,,,,,,,,,,,,,,,,"39",,,,,,,MAHER,STREET,,TATURA,,Y,,,,,A,parcel 1\PS909018: adding propnum 172249 (new) (39 MAHER STREET TATURA) as new multi-assessment to property 224159 (1/39 MAHER STREET TATURA),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453933869"",""https://vicmap.pozi.com/?propertypfi=453933869"")"
"328",,"452849305",,,,,,,"174079",,,,,,,,,,,,,,,,,,,,,,"459",,,,,,,RIVER,ROAD,,KIALLA,,Y,,,,,A,parcel 6\PS804094: adding propnum 174079 (new) (459 RIVER ROAD KIALLA) as new multi-assessment to property 221948 (5 JARRAM WAY KIALLA) (**WARNING**: properties have different road names),2023-08-08,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=452849305"",""https://vicmap.pozi.com/?propertypfi=452849305"")"
"328",,"453809686",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 9\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224289 (22 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809686"",""https://vicmap.pozi.com/?propertypfi=453809686"")"
"328",,"453809685",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 8\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224288 (20 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809685"",""https://vicmap.pozi.com/?propertypfi=453809685"")"
"328",,"453809684",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 7\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224287 (18 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809684"",""https://vicmap.pozi.com/?propertypfi=453809684"")"
"328",,"453809683",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 6\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224286 (16 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809683"",""https://vicmap.pozi.com/?propertypfi=453809683"")"
"328",,"453809682",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 5\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224285 (14 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809682"",""https://vicmap.pozi.com/?propertypfi=453809682"")"
"328",,"453809680",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 46\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224328 (3 DOLCETTO COURT KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809680"",""https://vicmap.pozi.com/?propertypfi=453809680"")"
"328",,"453809679",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 45\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224327 (5 DOLCETTO COURT KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809679"",""https://vicmap.pozi.com/?propertypfi=453809679"")"
"328",,"453809678",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 44\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224326 (7 DOLCETTO COURT KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809678"",""https://vicmap.pozi.com/?propertypfi=453809678"")"
"328",,"453809677",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 43\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224330 (8 DOLCETTO COURT KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809677"",""https://vicmap.pozi.com/?propertypfi=453809677"")"
"328",,"453809676",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 42\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224324 (6 DOLCETTO COURT KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809676"",""https://vicmap.pozi.com/?propertypfi=453809676"")"
"328",,"453809673",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 4\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224284 (12 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809673"",""https://vicmap.pozi.com/?propertypfi=453809673"")"
"328",,"453809672",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 39\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224321 (13 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809672"",""https://vicmap.pozi.com/?propertypfi=453809672"")"
"328",,"453809671",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 38\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224320 (15 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809671"",""https://vicmap.pozi.com/?propertypfi=453809671"")"
"328",,"453809670",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 37\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224313 (17 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809670"",""https://vicmap.pozi.com/?propertypfi=453809670"")"
"328",,"453809669",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 36\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224312 (19 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809669"",""https://vicmap.pozi.com/?propertypfi=453809669"")"
"328",,"453809668",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 35\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224311 (21 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809668"",""https://vicmap.pozi.com/?propertypfi=453809668"")"
"328",,"453809667",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 34\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224310 (23 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809667"",""https://vicmap.pozi.com/?propertypfi=453809667"")"
"328",,"453809666",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 33\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224309 (25 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809666"",""https://vicmap.pozi.com/?propertypfi=453809666"")"
"328",,"453809662",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 3\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224283 (10 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809662"",""https://vicmap.pozi.com/?propertypfi=453809662"")"
"328",,"453809661",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 29\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224316 (33 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809661"",""https://vicmap.pozi.com/?propertypfi=453809661"")"
"328",,"453809660",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 28\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224315 (60 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809660"",""https://vicmap.pozi.com/?propertypfi=453809660"")"
"328",,"453809659",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 27\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224314 (58 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809659"",""https://vicmap.pozi.com/?propertypfi=453809659"")"
"328",,"453809658",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 26\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224306 (56 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809658"",""https://vicmap.pozi.com/?propertypfi=453809658"")"
"328",,"453809657",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 25\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224305 (54 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809657"",""https://vicmap.pozi.com/?propertypfi=453809657"")"
"328",,"453809656",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 24\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224304 (52 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809656"",""https://vicmap.pozi.com/?propertypfi=453809656"")"
"328",,"453809655",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 23\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224303 (50 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809655"",""https://vicmap.pozi.com/?propertypfi=453809655"")"
"328",,"453809654",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 22\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224302 (48 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809654"",""https://vicmap.pozi.com/?propertypfi=453809654"")"
"328",,"453809653",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 21\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224301 (46 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809653"",""https://vicmap.pozi.com/?propertypfi=453809653"")"
"328",,"453809652",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 20\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224300 (44 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809652"",""https://vicmap.pozi.com/?propertypfi=453809652"")"
"328",,"453809651",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 2\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224282 (8 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809651"",""https://vicmap.pozi.com/?propertypfi=453809651"")"
"328",,"453809650",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 19\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224299 (42 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809650"",""https://vicmap.pozi.com/?propertypfi=453809650"")"
"328",,"453809649",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 18\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224298 (40 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809649"",""https://vicmap.pozi.com/?propertypfi=453809649"")"
"328",,"453809648",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 17\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224297 (38 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809648"",""https://vicmap.pozi.com/?propertypfi=453809648"")"
"328",,"453809647",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 16\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224296 (36 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809647"",""https://vicmap.pozi.com/?propertypfi=453809647"")"
"328",,"453809646",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 15\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224295 (34 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809646"",""https://vicmap.pozi.com/?propertypfi=453809646"")"
"328",,"453809645",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 14\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224294 (32 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809645"",""https://vicmap.pozi.com/?propertypfi=453809645"")"
"328",,"453809644",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 13\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224293 (30 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809644"",""https://vicmap.pozi.com/?propertypfi=453809644"")"
"328",,"453809643",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 12\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224292 (28 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809643"",""https://vicmap.pozi.com/?propertypfi=453809643"")"
"328",,"453809642",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 11\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224291 (26 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809642"",""https://vicmap.pozi.com/?propertypfi=453809642"")"
"328",,"453809641",,,,,,,"174584",,,,,,,,,,,,,,,,,,,,,,"21",A,,,,,,MARLBORO,DRIVE,,KIALLA,,Y,,,,,A,parcel 10\PS849479: adding propnum 174584 (new) (21A MARLBORO DRIVE KIALLA) as new multi-assessment to property 224290 (24 CABERNET STREET KIALLA) (**WARNING**: properties have different road names),2024-08-06,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=453809641"",""https://vicmap.pozi.com/?propertypfi=453809641"")"
"328",,"455314967",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 109\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223778 (2 HOWQUA PLACE SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314967"",""https://vicmap.pozi.com/?propertypfi=455314967"")"
"328",,"455314963",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 105\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223774 (1 TIMBERTOP CRESCENT SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314963"",""https://vicmap.pozi.com/?propertypfi=455314963"")"
"328",,"455314961",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 90\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223767 (106 INNISHILL CIRCUIT SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314961"",""https://vicmap.pozi.com/?propertypfi=455314961"")"
"328",,"455314959",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 42\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223755 (4 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314959"",""https://vicmap.pozi.com/?propertypfi=455314959"")"
"328",,"455314957",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 40\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223753 (8 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314957"",""https://vicmap.pozi.com/?propertypfi=455314957"")"
"328",,"455314956",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 39\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223752 (10 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314956"",""https://vicmap.pozi.com/?propertypfi=455314956"")"
"328",,"455314955",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 38\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223751 (12 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314955"",""https://vicmap.pozi.com/?propertypfi=455314955"")"
"328",,"455314954",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 37\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223750 (15 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314954"",""https://vicmap.pozi.com/?propertypfi=455314954"")"
"328",,"455314952",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 35\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223748 (11 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314952"",""https://vicmap.pozi.com/?propertypfi=455314952"")"
"328",,"455314950",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 33\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223746 (7 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314950"",""https://vicmap.pozi.com/?propertypfi=455314950"")"
"328",,"455314949",,,,,,,"176538",,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,GRACE,ROAD,,SHEPPARTON NORTH,,Y,,,,,A,parcel 32\PS900126: adding propnum 176538 (new) (50 GRACE ROAD SHEPPARTON NORTH) as new multi-assessment to property 223745 (5 TORBRECK STREET SHEPPARTON NORTH) (**WARNING**: properties have different road names),2024-04-30,"=hyperlink(""https://vicmap.pozi.com/?propertypfi=455314949"",""https://vicmap.pozi.com/?propertypfi=455314949"")"
